koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CANDIDATE,0.6220,0,0,0,7.78000,1.2300e+02,1.12,613.0,33.37,8.50,6067.00,4.524,0.8840,15.183
FALSE POSITIVE,0.0000,0,1,0,3.53300,5.6700e+01,1.14,2374.0,7502.50,40.30,6210.00,4.166,1.4340,12.434
FALSE POSITIVE,0.0000,1,0,1,1.49320,1.3120e+02,7.05,4415.0,90258.45,37.50,5261.00,3.130,5.7690,12.436
CONFIRMED,0.9500,0,0,0,4.96100,8.1800e+02,3.78,809.0,101.05,10.30,6020.00,4.403,1.0570,15.842
CANDIDATE,0.9550,0,0,0,4.12500,3.7560e+02,0.87,336.0,3.03,11.90,3751.00,4.813,0.4500,15.931
CANDIDATE,0.5560,0,0,0,3.73900,8.3500e+02,3.83,658.0,44.24,6.40,6020.00,4.403,1.0570,15.842
FALSE POSITIVE,0.0650,1,0,1,1.36800,1.0070e+02,1.57,669.0,47.27,6.60,6253.00,4.102,1.5500,13.098
CONFIRMED,0.9870,0,0,0,6.74500,2.9700e+02,2.64,819.0,106.48,24.90,5794.00,4.118,1.4960,15.024
CONFIRMED,0.9940,0,0,0,5.61900,2.5100e+02,2.35,1093.0,338.17,29.40,5794.00,4.118,1.4960,15.024
CANDIDATE,,0,0,0,3.40800,1.0270e+02,1.14,1115.0,365.15,10.40,6119.00,4.346,1.1140,14.458
FALSE POSITIVE,,1,0,0,11.17000,1.5710e+02,1.97,284.0,1.53,7.20,5325.00,4.004,1.5650,13.776
FALSE POSITIVE,,1,0,0,5.57200,1.9590e+03,3.77,217.0,0.52,12.30,5485.00,4.556,0.8670,15.403
CANDIDATE,0.3330,0,0,0,1.85850,3.2200e+01,0.56,1438.0,1010.45,15.70,5849.00,4.426,0.9970,11.893
CANDIDATE,0.9930,0,0,0,2.68700,7.0800e+01,0.91,1112.0,362.12,9.90,6247.00,4.433,1.0660,14.199
CANDIDATE,,0,0,0,0.56200,2.6750e+02,1.08,1254.0,585.15,12.60,4430.00,4.616,0.6510,15.697
FALSE POSITIVE,0.0000,0,0,1,2.25900,9.2800e+01,0.81,1648.0,1734.83,7.60,5559.00,4.554,0.8380,15.466
CANDIDATE,,0,0,0,4.17300,4.6000e+01,0.78,1134.0,390.59,11.40,5888.00,4.269,1.1300,13.221
FALSE POSITIVE,0.0010,0,0,1,2.25700,1.5840e+02,0.82,1232.0,543.06,10.20,5300.00,4.660,0.6600,15.981
FALSE POSITIVE,0.0000,1,0,1,3.17200,3.8600e+01,0.66,2272.0,6280.34,14.10,5864.00,4.411,1.0400,14.895
FALSE POSITIVE,,0,0,1,5.15600,5.7500e+01,24.48,4883.0,134353.84,24.30,3857.00,1.338,34.6740,12.474
FALSE POSITIVE,0.0000,0,0,1,4.49100,3.2300e+01,2.03,3342.0,29488.85,24.60,7919.00,3.663,3.4600,12.481
FALSE POSITIVE,0.0000,0,0,1,3.89000,2.0600e+01,0.46,1624.0,1636.72,18.80,5655.00,4.431,0.9980,12.496
CONFIRMED,0.9550,0,0,0,5.74400,5.3690e+02,1.56,308.0,2.14,27.10,4550.00,4.627,0.6790,14.352
FALSE POSITIVE,,0,1,1,4.28500,3.3270e+02,1.18,309.0,2.14,10.80,4267.00,4.608,0.6700,14.807
CONFIRMED,0.9860,0,0,0,4.14300,1.1920e+02,1.62,1448.0,1039.47,18.10,5794.00,4.118,1.4960,15.024
CANDIDATE,0.0000,0,0,0,4.69640,4.1901e+04,21.26,355.0,3.74,495.30,5223.00,4.520,0.8750,15.954
FALSE POSITIVE,0.0000,0,1,1,5.46740,1.6630e+04,29.69,632.0,37.81,265.20,4946.00,4.570,0.7150,14.874
FALSE POSITIVE,0.0000,0,1,0,5.19420,7.3834e+04,46.14,604.0,31.54,1669.40,5955.00,4.534,0.8830,15.940
CANDIDATE,0.9880,0,0,0,3.78100,2.1550e+02,2.06,850.0,123.37,12.50,5562.00,4.151,1.3730,15.076
FALSE POSITIVE,0.0000,1,0,1,2.32000,2.1470e+02,1.70,2449.0,8524.12,33.50,5970.00,4.399,1.1430,13.639
CANDIDATE,0.7770,0,0,0,5.29100,8.6100e+01,0.89,1014.0,249.68,8.70,5851.00,4.515,0.9180,15.374
CANDIDATE,0.7440,0,0,0,6.06500,1.1950e+02,1.03,574.0,25.59,11.30,5250.00,4.404,0.9620,14.375
FALSE POSITIVE,0.0000,0,0,1,1.16900,1.8250e+02,1.09,1374.0,842.93,13.10,5088.00,4.508,0.8060,15.797
FALSE POSITIVE,,1,0,0,13.53000,1.3180e+02,2.10,303.0,2.00,8.40,5248.00,3.886,1.8690,13.846
CANDIDATE,0.9440,0,0,0,1.42500,3.2970e+02,1.26,627.0,36.53,8.60,4810.00,4.584,0.6960,15.693
FALSE POSITIVE,0.0000,1,0,0,5.23200,8.0600e+01,13.28,843.0,119.41,10.60,6332.00,4.406,1.0650,13.594
FALSE POSITIVE,0.0000,0,0,1,0.87100,1.1320e+02,1.23,1861.0,2827.40,10.60,6143.00,4.351,1.1210,14.942
FALSE POSITIVE,,0,0,1,2.48400,8.7400e+01,1.41,1317.0,711.41,11.80,6517.00,4.241,1.3750,13.663
FALSE POSITIVE,0.0000,0,0,1,3.05200,4.3600e+01,0.61,1719.0,2058.79,10.00,5941.00,4.519,0.9110,14.665
FALSE POSITIVE,0.0000,0,0,1,3.37100,2.8900e+01,0.59,1880.0,2945.61,17.40,6238.00,4.407,1.0490,12.107
CONFIRMED,0.9750,0,0,0,2.74600,6.1900e+01,0.67,954.0,195.30,13.90,5528.00,4.499,0.8530,13.404
FALSE POSITIVE,0.0000,1,0,1,6.35100,9.0580e+02,2.23,315.0,2.34,18.10,4371.00,4.712,0.5590,15.773
CANDIDATE,0.7360,0,0,0,3.97000,5.3350e+02,1.88,479.0,12.46,11.30,5665.00,4.568,0.8200,15.676
CANDIDATE,0.9230,0,0,0,3.82900,7.7040e+02,2.45,389.0,5.44,11.30,5316.00,4.470,0.9020,15.679
CONFIRMED,0.5020,0,0,0,5.51600,8.8310e+02,4.01,522.0,17.59,22.70,5541.00,4.189,1.2950,14.682
FALSE POSITIVE,0.0000,0,1,0,8.27890,1.7097e+04,25.91,353.0,3.68,110.80,5204.00,4.630,0.6340,15.426
CANDIDATE,1.0000,0,0,0,4.26200,2.9300e+02,2.16,851.0,123.89,13.50,6258.00,4.442,1.0460,15.813
CANDIDATE,0.2300,0,0,0,15.61000,2.8540e+02,1.27,202.0,0.39,8.30,5700.00,4.626,0.7180,14.861
CONFIRMED,0.9930,0,0,0,3.67800,1.9790e+02,1.15,574.0,25.59,13.00,4915.00,4.512,0.8120,15.061
FALSE POSITIVE,0.0000,0,1,0,10.91130,6.9911e+04,24.39,650.0,42.19,1820.50,5799.00,4.548,0.8600,15.927
FALSE POSITIVE,0.0000,0,1,1,5.93030,7.6474e+03,31.13,670.0,47.56,127.10,5656.00,4.583,0.7840,15.910
FALSE POSITIVE,,1,0,0,11.64000,1.7020e+02,0.99,219.0,0.55,9.60,5375.00,4.531,0.7520,13.542
CANDIDATE,0.9940,0,0,0,3.78300,9.9500e+01,1.69,969.0,208.13,9.70,5436.00,3.993,1.7070,14.216
FALSE POSITIVE,0.0010,0,0,1,1.57500,4.1000e+01,1.11,2322.0,6870.94,9.50,6406.00,4.056,1.7150,14.217
FALSE POSITIVE,0.0000,1,0,1,2.08900,1.0110e+02,0.93,1397.0,897.80,7.30,6026.00,4.505,0.9240,15.578
CANDIDATE,0.4140,0,0,0,6.48000,4.3070e+02,2.21,421.0,7.42,10.10,5886.00,4.472,1.0000,15.202
CANDIDATE,0.9950,0,0,0,6.12600,1.2310e+02,2.61,1242.0,562.27,27.80,6337.00,3.893,2.3350,11.915
CANDIDATE,0.8750,0,0,0,2.94300,2.6200e+01,0.60,1372.0,836.88,9.30,6538.00,4.339,1.1560,13.050
FALSE POSITIVE,,1,0,1,0.56630,1.1220e+02,1.34,2136.0,4922.79,15.10,6332.00,4.311,1.2050,13.866
FALSE POSITIVE,,1,0,0,9.83600,2.4620e+02,3.60,410.0,6.69,13.50,6570.00,3.902,2.2700,13.274
FALSE POSITIVE,0.0000,1,0,0,3.72100,3.5700e+01,0.65,2492.0,9052.02,12.50,6403.00,4.418,1.0860,15.061
CANDIDATE,0.9880,0,0,0,1.33200,1.4460e+02,0.65,1025.0,260.05,10.30,3880.00,4.722,0.5550,15.783
CONFIRMED,1.0000,0,0,0,3.00200,2.9550e+02,1.67,811.0,102.25,18.70,6075.00,4.486,0.9690,14.411
CONFIRMED,0.9660,0,0,0,6.35600,2.2980e+02,1.94,867.0,133.34,16.40,6269.00,4.405,1.1550,15.050
CANDIDATE,0.9680,0,0,0,2.38190,2.1272e+04,7.71,202.0,0.40,131.00,3638.00,4.828,0.4360,15.949
FALSE POSITIVE,0.0000,0,1,1,0.59600,5.7900e+01,1.04,2762.0,13839.66,12.70,6462.00,4.266,1.3090,13.741
CANDIDATE,0.8650,0,0,0,3.61300,3.3160e+02,1.36,556.0,22.60,11.90,4794.00,4.622,0.6430,15.961
FALSE POSITIVE,0.0000,0,1,1,6.43270,1.2568e+04,48.98,565.0,24.07,179.30,5838.00,4.529,0.8970,15.957
FALSE POSITIVE,0.0000,0,1,1,2.07100,1.0520e+02,0.85,1939.0,3355.68,18.00,5471.00,4.530,0.8410,15.236
FALSE POSITIVE,,1,0,0,18.22000,4.5550e+02,69.59,3334.0,29219.04,17.10,7894.00,3.644,3.5210,11.708
CONFIRMED,0.9410,0,0,0,2.71600,3.3380e+02,1.40,744.0,72.16,11.50,5008.00,4.572,0.7880,15.993
FALSE POSITIVE,,1,0,0,8.80000,5.7940e+02,2.18,248.0,0.90,10.00,6011.00,4.522,0.9020,15.339
CANDIDATE,0.9730,0,0,0,1.65800,1.1650e+02,0.85,1024.0,260.79,9.90,4951.00,4.523,0.8060,14.712
FALSE POSITIVE,0.0000,1,0,1,1.23990,1.0170e+02,0.86,2120.0,4796.94,15.30,6123.00,4.556,0.8460,14.990
CONFIRMED,0.9950,0,0,0,2.17400,1.8920e+02,1.20,1000.0,236.01,10.70,5520.00,4.544,0.8730,14.951
CANDIDATE,0.7800,0,0,0,0.97800,4.9960e+02,2.08,651.0,42.44,11.00,6084.00,4.542,0.8630,15.185
FALSE POSITIVE,0.0010,0,0,1,1.78500,6.7500e+01,0.73,1489.0,1165.78,8.00,5158.00,4.464,0.8880,15.280
FALSE POSITIVE,0.0000,0,0,1,3.28700,4.2400e+01,0.72,2034.0,4059.63,12.50,6445.00,4.417,1.0870,14.772
FALSE POSITIVE,1.0000,0,1,0,0.78300,2.3100e+01,0.49,1839.0,2709.67,6.80,5780.00,4.438,1.0000,11.563
FALSE POSITIVE,,1,0,0,14.33000,1.5360e+02,1.60,386.0,5.25,11.60,6200.00,4.214,1.2870,13.431
CANDIDATE,0.9870,0,0,0,3.71600,6.6600e+01,0.99,1170.0,442.55,10.50,6322.00,4.426,1.0750,14.423
CANDIDATE,,0,0,0,12.58000,9.4200e+01,1.04,258.0,1.04,8.50,6031.00,4.368,1.0680,12.291
FALSE POSITIVE,0.0000,0,0,1,6.19000,3.0420e+02,1.33,661.0,45.21,11.50,4895.00,4.631,0.6960,15.866
FALSE POSITIVE,,0,0,1,13.97000,2.1690e+02,1.41,242.0,0.81,11.20,5587.00,4.372,0.9650,13.736
CONFIRMED,0.9900,0,0,0,5.12500,6.2220e+02,1.94,308.0,2.13,17.00,4406.00,4.670,0.6030,15.498
CANDIDATE,0.8950,0,0,0,4.02700,7.9300e+01,0.76,639.0,39.42,12.00,5528.00,4.499,0.8530,13.404
CONFIRMED,1.0000,0,0,0,3.60500,1.9620e+02,1.66,818.0,105.70,14.10,6214.00,4.442,1.0760,14.706
FALSE POSITIVE,1.0000,0,1,0,1.72400,5.7760e+02,22.56,756.0,77.15,16.20,5592.00,4.472,0.8920,15.595
FALSE POSITIVE,0.0000,0,1,0,3.81980,6.2879e+03,428.62,552.0,22.00,147.90,6006.00,4.330,1.0550,15.314
CANDIDATE,0.8670,0,0,0,1.22100,6.5300e+01,1.82,1367.0,827.56,8.80,5466.00,3.735,2.2240,12.954
FALSE POSITIVE,0.0000,1,0,1,3.50650,5.8250e+02,29.26,1967.0,3519.47,79.10,6055.00,4.407,1.0980,15.040
CANDIDATE,0.9940,0,0,0,3.40600,1.0210e+02,1.07,985.0,222.52,10.20,6156.00,4.443,1.0500,14.726
FALSE POSITIVE,,1,0,0,13.35000,3.2640e+02,1.84,329.0,2.77,11.50,6040.00,4.469,0.9990,15.085
FALSE POSITIVE,,1,0,0,5.59300,4.2600e+02,3.46,517.0,16.83,4.40,6486.00,4.091,1.6400,11.426
FALSE POSITIVE,,1,0,0,8.82800,5.0930e+02,1.67,280.0,1.46,8.70,5503.00,4.536,0.7420,15.405
CANDIDATE,0.1700,0,0,0,1.41300,2.5440e+02,0.65,621.0,35.10,13.20,3606.00,4.855,0.3990,15.737
FALSE POSITIVE,,1,0,0,5.33000,1.2710e+02,0.69,522.0,17.56,7.00,4214.00,4.650,0.6010,15.761
CANDIDATE,0.8540,0,0,0,7.65300,5.1670e+02,3.17,372.0,4.52,10.60,5589.00,4.384,1.0370,15.259
CANDIDATE,0.9980,0,0,0,8.14300,1.5480e+02,2.23,799.0,96.15,15.80,5767.00,4.082,1.4970,13.816
FALSE POSITIVE,0.0000,0,0,1,2.31810,5.9700e+01,0.79,1640.0,1705.64,3.30,5780.00,4.438,1.0000,11.948
FALSE POSITIVE,0.2160,1,0,0,2.45700,7.0400e+01,0.71,1819.0,2585.39,11.10,5699.00,4.553,0.8530,15.703
FALSE POSITIVE,0.0000,0,1,1,1.60530,3.5200e+01,44.90,11804.0,4601339.96,31.10,3715.00,0.851,80.5290,12.122
CANDIDATE,0.9790,0,0,0,3.75700,5.2000e+01,1.16,1420.0,961.10,12.50,6514.00,4.090,1.5850,12.892
FALSE POSITIVE,0.0000,0,0,1,5.14000,3.2770e+02,5.38,1066.0,305.55,12.20,4927.00,3.417,3.0400,15.807
FALSE POSITIVE,,0,1,0,9.30000,,,,,,,,,14.201
FALSE POSITIVE,0.0000,0,0,1,2.63300,6.6100e+01,0.92,1504.0,1207.00,9.20,5571.00,4.310,1.1450,14.878
CANDIDATE,1.0000,0,0,0,2.05800,2.4510e+02,2.67,882.0,143.02,10.10,5516.00,4.308,1.1010,15.030
FALSE POSITIVE,0.0000,0,1,1,8.61600,1.0157e+03,23.21,523.0,17.75,37.30,5205.00,4.604,0.7470,15.249
CONFIRMED,0.9630,0,0,0,1.78000,5.2380e+02,1.89,579.0,26.62,12.60,5549.00,4.600,0.7320,15.717
CANDIDATE,1.0000,0,0,0,2.46200,2.3400e+02,1.12,800.0,96.90,11.20,5549.00,4.600,0.7320,15.717
FALSE POSITIVE,0.0000,0,0,1,4.66100,1.6607e+03,3.11,461.0,10.67,49.30,5216.00,4.673,0.6390,15.329
CONFIRMED,0.9970,0,0,0,4.84500,6.5110e+02,2.24,523.0,17.67,9.60,5799.00,4.539,0.8780,15.332
FALSE POSITIVE,0.0000,0,0,1,5.89100,1.1210e+02,1.18,1036.0,272.78,11.80,6354.00,4.454,1.0160,14.738
FALSE POSITIVE,0.0000,0,0,1,2.55300,6.2100e+01,0.97,1440.0,1020.03,10.30,5823.00,4.283,1.1870,14.464
CONFIRMED,0.9930,0,0,0,5.86900,5.0210e+02,1.30,241.0,0.79,13.10,4401.00,4.677,0.5950,14.976
CANDIDATE,1.0000,0,0,0,14.34400,1.2240e+02,2.86,564.0,23.91,20.70,5132.00,3.675,2.6480,11.784
FALSE POSITIVE,0.9980,0,1,0,2.23800,7.4060e+02,20.52,436.0,8.52,10.30,5683.00,4.605,0.7470,14.940
FALSE POSITIVE,0.8230,0,0,1,3.87000,2.8400e+01,0.49,1183.0,462.47,8.20,5896.00,4.516,0.9140,13.773
CANDIDATE,0.4130,0,0,0,2.44600,1.9930e+02,0.82,601.0,30.83,7.50,4781.00,4.679,0.5960,13.780
FALSE POSITIVE,0.0000,0,0,0,3.08300,5.9170e+02,32.84,4664.0,111977.04,16.20,4894.00,2.445,13.7770,16.072
CANDIDATE,0.8480,0,0,0,3.73800,1.5250e+02,1.12,657.0,43.96,9.50,5937.00,4.558,0.8300,14.965
FALSE POSITIVE,0.0000,0,0,1,3.66400,3.6110e+02,1.85,648.0,41.67,10.00,5440.00,4.444,0.9800,15.418
FALSE POSITIVE,0.0000,1,0,1,1.74070,2.3960e+02,21.07,1936.0,3333.18,27.70,5458.00,4.482,0.8940,15.476
CANDIDATE,,0,0,0,0.87100,1.0680e+03,28.98,701.0,57.21,12.10,5999.00,4.494,0.9590,15.822
FALSE POSITIVE,0.0000,0,0,1,4.38600,4.7800e+01,1.92,2832.0,15153.38,33.30,5858.00,3.729,2.6380,12.905
FALSE POSITIVE,,1,0,0,0.69080,1.1185e+03,30.54,1979.0,3623.47,108.60,5791.00,4.524,0.8520,14.499
FALSE POSITIVE,,1,0,0,2.34000,,,,,,,,,15.968
CANDIDATE,0.9990,0,0,0,9.48500,4.9680e+02,11.67,573.0,25.40,11.40,6622.00,4.331,1.3250,15.765
FALSE POSITIVE,,1,1,0,4.14000,,,,,,,,,14.850
FALSE POSITIVE,0.0000,0,1,1,6.96760,4.9892e+03,30.32,461.0,10.67,155.60,5306.00,4.550,0.7900,14.727
FALSE POSITIVE,0.0000,0,1,1,20.58500,2.3402e+03,36.80,626.0,36.39,131.40,5889.00,4.460,1.0460,15.112
CANDIDATE,0.7950,0,0,0,4.25200,8.7800e+01,0.80,594.0,29.45,12.00,5528.00,4.499,0.8530,13.404
CONFIRMED,0.9940,0,0,0,5.22700,1.6060e+02,3.19,810.0,101.56,18.20,6049.00,3.800,2.4830,13.062
FALSE POSITIVE,0.0000,0,1,0,5.03300,1.1386e+03,2.78,359.0,3.94,17.50,5497.00,4.570,0.8390,14.710
CONFIRMED,0.8770,0,0,0,9.29800,9.0140e+02,2.32,233.0,0.70,12.70,4721.00,4.615,0.7010,15.891
FALSE POSITIVE,0.0000,0,1,0,0.91900,1.0570e+02,0.75,1388.0,880.50,8.80,4861.00,4.572,0.7220,14.484
CONFIRMED,0.9800,0,0,0,8.60500,2.9690e+02,2.22,469.0,11.42,12.20,6084.00,4.287,1.2830,15.015
CONFIRMED,0.9960,0,0,0,1.96100,2.8930e+02,1.72,999.0,235.89,12.40,6046.00,4.478,1.0070,15.724
FALSE POSITIVE,0.0000,0,0,1,5.47600,2.3290e+02,1.59,1697.0,1955.70,19.30,5780.00,4.438,1.0000,11.908
CANDIDATE,0.8250,0,0,0,1.78800,1.1250e+02,0.97,1394.0,892.90,10.40,5792.00,4.514,0.9230,15.608
CANDIDATE,0.9980,0,0,0,4.11200,4.7000e+01,1.46,1869.0,2888.60,8.30,6831.00,3.971,2.1060,13.008
FALSE POSITIVE,0.0000,1,0,1,0.89280,1.1260e+02,0.84,2433.0,8299.79,19.90,6150.00,4.498,0.7810,14.964
CANDIDATE,0.9870,0,0,0,5.63700,2.3800e+02,1.48,750.0,74.65,10.30,5999.00,4.494,0.9590,15.479
FALSE POSITIVE,,1,0,0,9.07000,1.2610e+02,1.33,338.0,3.10,7.50,6348.00,4.323,1.1800,13.585
FALSE POSITIVE,0.0000,1,0,0,6.61000,7.7000e+00,0.73,2566.0,10247.93,7.30,8431.00,3.970,2.4850,11.960
CONFIRMED,0.8990,0,0,0,14.17500,7.6230e+02,4.63,522.0,17.53,54.30,6352.00,4.267,1.4010,12.146
CANDIDATE,0.9830,0,0,0,2.88900,2.2850e+02,1.39,1065.0,303.67,11.60,5941.00,4.519,0.9110,15.680
CANDIDATE,0.5260,0,0,0,8.54300,1.0400e+02,1.08,717.0,62.37,12.10,5984.00,4.322,1.0520,14.143
CANDIDATE,1.0000,0,0,0,2.04300,2.3210e+02,1.51,992.0,228.36,8.20,6014.00,4.486,0.9930,15.652
FALSE POSITIVE,0.0000,0,0,0,3.46300,1.3700e+02,0.80,677.0,49.76,9.60,4914.00,4.575,0.7070,14.832
FALSE POSITIVE,0.2650,1,0,0,9.12000,1.5250e+02,1.70,306.0,2.08,11.10,6131.00,4.248,1.3120,12.117
CONFIRMED,1.0000,0,0,0,4.21400,6.4130e+02,2.42,585.0,27.66,13.90,5982.00,4.493,0.9600,15.765
CONFIRMED,1.0000,0,0,0,4.00300,7.2320e+02,2.58,503.0,15.07,13.60,5936.00,4.501,0.9650,15.570
CONFIRMED,0.9960,0,0,0,3.78700,1.1329e+03,1.75,271.0,1.28,17.80,3899.00,4.713,0.5290,15.855
CONFIRMED,1.0000,0,0,0,3.67400,3.5280e+02,0.97,288.0,1.62,14.50,3749.00,4.743,0.5240,14.467
FALSE POSITIVE,0.0000,0,0,1,3.82600,1.0016e+03,1.97,326.0,2.66,15.30,4266.00,4.626,0.6430,15.984
FALSE POSITIVE,0.1030,1,0,0,4.49500,2.1270e+03,39.59,595.0,29.54,14.80,4893.00,2.454,8.8110,15.635
CANDIDATE,0.9770,0,0,0,7.75800,5.3820e+02,1.93,498.0,14.51,10.20,5662.00,4.560,0.8400,15.919
FALSE POSITIVE,,1,0,0,9.70000,4.3990e+02,3.54,315.0,2.32,11.00,5288.00,3.898,1.7190,14.730
FALSE POSITIVE,,1,0,1,12.75000,7.3220e+02,2.82,268.0,1.21,13.00,6117.00,4.457,1.0250,15.189
CANDIDATE,0.9990,0,0,0,10.22700,1.6470e+02,3.19,655.0,43.39,25.90,6404.00,3.793,2.4670,11.816
FALSE POSITIVE,0.0000,0,0,1,2.69900,2.3000e+01,0.51,2151.0,5081.58,14.30,6084.00,4.426,1.0300,12.546
CANDIDATE,,0,0,0,3.91900,3.2700e+01,0.69,1267.0,609.04,11.20,6201.00,4.472,0.9890,13.474
CANDIDATE,0.8780,0,0,0,2.21200,5.0700e+01,1.51,1403.0,917.99,8.70,5339.00,3.823,2.0110,12.739
FALSE POSITIVE,,0,0,1,2.43300,1.2710e+02,0.92,1559.0,1395.92,11.30,4889.00,4.503,0.8360,15.758
FALSE POSITIVE,0.0010,0,0,1,3.74100,8.6500e+01,0.78,1530.0,1293.44,11.10,5693.00,4.558,0.8420,15.274
CANDIDATE,0.9710,0,0,0,1.62900,7.3100e+01,1.67,2248.0,6008.73,12.70,5438.00,3.916,1.9890,14.580
CANDIDATE,0.9210,0,0,0,3.90300,1.4390e+02,1.10,726.0,65.72,10.20,5435.00,4.453,0.9330,14.732
CANDIDATE,0.9330,0,0,0,6.77000,1.2930e+02,1.18,724.0,64.98,8.80,6118.00,4.416,1.0230,15.451
FALSE POSITIVE,0.0000,0,0,1,5.79100,1.7070e+02,0.95,759.0,78.45,14.70,5415.00,4.556,0.7280,14.879
CANDIDATE,,0,0,0,10.58000,6.4710e+02,2.72,264.0,1.15,8.70,6167.00,4.444,1.0640,15.731
FALSE POSITIVE,,1,0,0,9.47000,1.3100e+02,1.79,394.0,5.70,8.80,6240.00,4.103,1.5490,13.607
CONFIRMED,0.9450,0,0,0,3.84400,3.1080e+02,1.41,433.0,8.31,11.30,4257.00,4.648,0.6020,15.464
CONFIRMED,0.9490,0,0,0,7.71200,3.3000e+02,1.60,478.0,12.38,21.90,5968.00,4.534,0.8810,14.060
CONFIRMED,0.8340,0,0,0,5.34200,8.5930e+02,3.35,493.0,14.01,25.70,5641.00,4.408,0.9810,14.190
FALSE POSITIVE,0.0000,1,0,0,16.63700,5.6227e+03,7.76,260.0,1.08,91.10,5609.00,4.346,1.0480,14.215
FALSE POSITIVE,0.0000,0,1,1,3.10700,1.0465e+03,24.73,505.0,15.34,17.90,5223.00,4.488,0.8270,15.945
CANDIDATE,0.9640,0,0,0,3.34200,1.8700e+02,1.28,955.0,197.02,11.00,6060.00,4.509,0.9250,15.274
CANDIDATE,0.9990,0,0,0,1.11100,2.3750e+02,1.75,999.0,235.28,10.50,5207.00,4.516,0.8510,14.924
CANDIDATE,0.9780,0,0,0,7.51200,1.0950e+02,8.17,1173.0,447.24,11.30,6355.00,4.410,1.1080,15.411
FALSE POSITIVE,0.0000,0,1,0,7.96570,2.1927e+05,42.50,1714.0,2049.63,1766.70,5775.00,4.518,0.8440,15.097
FALSE POSITIVE,0.0000,1,0,1,2.61400,8.7800e+01,7.29,2202.0,5565.35,15.20,6499.00,4.378,1.1690,15.013
FALSE POSITIVE,0.4060,1,0,0,4.11200,3.6650e+02,1.71,492.0,13.84,7.90,5591.00,4.559,0.8600,15.948
CANDIDATE,0.9890,0,0,0,2.84900,4.4780e+02,1.65,521.0,17.43,11.60,5675.00,4.554,0.7770,15.401
FALSE POSITIVE,,1,0,0,6.39000,2.4610e+02,13.68,2129.0,4852.49,18.50,6444.00,4.376,1.2000,15.367
CANDIDATE,0.9900,0,0,0,3.63000,3.6490e+02,2.26,1087.0,330.02,11.30,6407.00,4.358,1.1790,14.120
FALSE POSITIVE,,1,0,0,3.53600,3.1250e+02,2.09,932.0,178.53,8.60,6422.00,4.364,1.1750,14.120
FALSE POSITIVE,,1,0,0,14.77000,1.1500e+02,1.01,256.0,1.02,11.90,6170.00,4.482,0.9390,13.376
CANDIDATE,0.9420,0,0,0,2.69300,1.5440e+02,1.27,1024.0,259.72,10.30,6086.00,4.435,1.0210,15.134
FALSE POSITIVE,0.0000,1,0,0,44.05040,2.1670e+02,4.25,697.0,55.85,56.40,6085.00,3.917,2.0200,12.147
FALSE POSITIVE,0.0000,0,1,1,2.18600,1.9600e+01,0.77,2317.0,6786.33,10.80,6011.00,3.971,1.7300,12.976
CANDIDATE,,0,0,0,13.78000,5.3150e+02,1.78,197.0,0.35,10.30,4955.00,4.517,0.7990,15.149
FALSE POSITIVE,0.0000,0,1,1,5.04500,1.0249e+03,6.54,340.0,3.15,19.70,6384.00,4.107,1.6150,13.637
FALSE POSITIVE,0.0000,0,1,1,7.46720,4.0941e+03,8.15,830.0,111.99,136.50,6161.00,4.276,1.0540,13.910
FALSE POSITIVE,0.0000,0,1,1,7.25100,4.8400e+02,3.23,580.0,26.75,36.90,6133.00,4.370,1.1210,13.383
FALSE POSITIVE,0.0000,0,1,1,14.60200,5.1033e+03,39.94,680.0,50.51,125.00,6363.00,4.444,1.0350,15.766
FALSE POSITIVE,0.0000,0,1,1,20.81300,2.8969e+03,42.91,572.0,25.35,90.50,5659.00,4.528,0.9040,14.691
FALSE POSITIVE,0.0000,0,1,1,2.32600,2.6310e+02,1.60,781.0,87.80,20.30,6072.00,4.470,0.9880,14.284
CANDIDATE,0.9290,0,0,0,3.07900,1.8110e+02,1.54,670.0,47.74,10.10,5724.00,4.495,0.9460,14.971
FALSE POSITIVE,0.0000,0,0,1,4.19800,1.4540e+02,1.12,770.0,83.37,14.20,5906.00,4.433,0.9310,14.565
FALSE POSITIVE,0.0000,0,1,1,26.34000,1.5820e+02,9.75,618.0,34.42,11.90,6139.00,4.530,0.8810,14.876
CANDIDATE,0.9760,0,0,0,2.50700,3.7370e+02,1.29,568.0,24.64,11.50,4597.00,4.590,0.6910,15.674
FALSE POSITIVE,,1,0,0,2.57600,8.0800e+01,1.57,3271.0,27058.33,32.00,7338.00,4.225,1.5930,11.825
CANDIDATE,0.3810,0,0,0,14.37000,7.8900e+02,3.13,237.0,0.75,20.70,6382.00,4.432,1.0590,14.000
FALSE POSITIVE,0.0000,0,1,0,46.35600,3.4730e+02,90.09,1910.0,3145.00,225.10,8753.00,3.668,3.7460,11.980
FALSE POSITIVE,,1,0,0,7.46900,2.2920e+02,1.57,316.0,2.37,8.00,5731.00,4.359,1.0330,13.749
FALSE POSITIVE,0.0000,1,0,0,90.01000,3.9090e+02,81.01,1253.0,583.24,85.70,5165.00,3.491,3.5980,13.455
